WN;BRI1_1C;BRI1_1E;BRI1_2C;BRI1_2E;BRI1_3C;BRI1_3E;BRI1_4C;BRI1_4E;BRI1_5C;BRI1_5E;BRI2_1C;BRI2_1E;BRI2_1RC ;BRI2_1RE;BRI2_2C;BRI2_2E;BRI2_3C;BRI2_3E;BRI2_4C;BRI2_4E;BRI2_5C;BRI2_5E;BRI3_1C;BRI3_1E;BRI3_2C;BRI3_2E;BRI3_3C;BRI3_3E;BRI3_4C;BRI3_4E;BRI3_5C;BRI3_5E
2050,03581;0,002173;-0,005965;0,003421;0,003327;0,002722;0,000991;0,003423;-0,004131;0,001634;0,007835;0,005284;0,007092;0,002109;0,005813;0,00308;0,007413;0,005625;0,007486;0,003203;0,00393;0,003129;0,007818;0,000223;0,005749;0,006245;0,006324;0,004495;0,007826;0,004393;0,006191;0,002569;0,004253
2051,899479;0,00361;-0,004064;0,004667;0,004132;0,004074;0,002842;0,004939;-0,00299;0,002193;0,009718;0,006122;0,008731;0,003276;0,007329;0,004513;0,008507;0,007086;0,00848;0,004668;0,005704;0,00413;0,009429;0,001016;0,006825;0,007974;0,007895;0,00594;0,00926;0,005424;0,007442;0,002973;0,00589
2053,763148;0,004907;-0,002215;0,005489;0,005034;0,005115;0,004466;0,006243;-0,001755;0,002918;0,011325;0,006922;0,010277;0,004375;0,008972;0,00578;0,009438;0,008492;0,00944;0,006218;0,007605;0,00474;0,011232;0,001763;0,008002;0,009491;0,009469;0,007435;0,010629;0,006465;0,008654;0,003524;0,007756
2055,626817;0,005979;-0,000744;0,005928;0,005987;0,005708;0,005678;0,007127;-0,000637;0,003702;0,012409;0,007533;0,011486;0,005145;0,010402;0,006621;0,010171;0,009511;0,010295;0,007514;0,009164;0,005075;0,012876;0,002487;0,009232;0,010489;0,010728;0,008637;0,011774;0,00745;0,009662;0,004301;0,009503
2057,490486;0,006802;0,000218;0,006154;0,006891;0,005909;0,006467;0,007563;0,00018;0,004351;0,012903;0,007884;0,012312;0,005511;0,011393;0,006944;0,010751;0,009983;0,010984;0,008292;0,010069;0,005321;0,014049;0,003167;0,010421;0,010876;0,011563;0,009261;0,012606;0,008329;0,010436;0,00519;0,010826
2059,354155;0,007386;0,000789;0,006358;0,007665;0,005939;0,006953;0,007713;0,000617;0,004714;0,012964;0,008032;0,012896;0,005627;0,011934;0,00688;0,0113;0,010014;0,011501;0,008509;0,010306;0,005612;0,01465;0,003754;0,01146;0,010812;0,012109;0,009267;0,013157;0,009056;0,01107;0,005937;0,011594
2061,217824;0,007752;0,001228;0,006657;0,008285;0,006068;0,007301;0,00784;0,000716;0,00478;0,012905;0,008127;0,013433;0,00577;0,012194;0,006721;0,011951;0,009918;0,011908;0,008361;0,010143;0,005969;0,014843;0,004208;0,012264;0,010614;0,012607;0,008906;0,013551;0,009586;0,011675;0,006296;0,011884
2063,081493;0,007908;0,001756;0,007059;0,008778;0,006473;0,007637;0,008159;0,000608;0,004683;0,013038;0,008325;0,014027;0,006149;0,012394;0,006771;0,01277;0,010035;0,012291;0,008165;0,009963;0,006332;0,014954;0,004529;0,01281;0,010581;0,013217;0,008588;0,013932;0,0099;0,012295;0,006193;0,011915
2064,945162;0,007875;0,002417;0,007497;0,009185;0,007149;0,008017;0,008728;0,000445;0,004617;0,013521;0,008698;0,014637;0,006774;0,012669;0,007196;0,013705;0,010533;0,012712;0,00819;0,010058;0,006638;0,015274;0,004766;0,013149;0,010854;0,013911;0,008652;0,014379;0,010037;0,012871;0,005778;0,011931
2066,808831;0,007711;0,003089;0,007894;0,009531;0,00792;0,00845;0,009426;0,00034;0,004722;0,014297;0,009206;0,015133;0,007452;0,013018;0,00795;0,014621;0,011322;0,01317;0,008523;0,010501;0,006887;0,015903;0,004999;0,013389;0,01138;0,01452;0,009173;0,014878;0,010101;0,013299;0,005353;0,012102
2068,6725;0,007534;0,003604;0,008215;0,009833;0,008557;0,008933;0,010032;0,000351;0,005015;0,015152;0,009738;0,015421;0,007931;0,013352;0,008823;0,015372;0,012124;0,013625;0,009063;0,011153;0,007139;0,016712;0,005298;0,01365;0,011989;0,014899;0,009934;0,015354;0,010231;0,013514;0,005202;0,012487
2070,536169;0,007489;0,003892;0,008469;0,010129;0,008917;0,009465;0,010363;0,000492;0,005402;0,015847;0,010191;0,015531;0,008068;0,0136;0,00957;0,015892;0,012644;0,014035;0,009621;0,011789;0,007455;0,017447;0,005691;0,014013;0,012519;0,015059;0,010583;0,015741;0,010538;0,013566;0,005441;0,013049
2072,399837;0,007695;0,004049;0,008676;0,010487;0,009025;0,010029;0,010384;0,000761;0,005768;0,016261;0,010533;0,015608;0,007928;0,013793;0,010051;0,016225;0,012763;0,014404;0,010055;0,012245;0,007835;0,017894;0,006155;0,014489;0,012916;0,015181;0,010864;0,016041;0,011044;0,0136;0,005969;0,013707
2074,263506;0,008175;0,004268;0,008837;0,010986;0,009053;0,010578;0,010232;0,001158;0,006055;0,016441;0,010805;0,015813;0,007735;0,014055;0,010295;0,016493;0,012598;0,014785;0,010351;0,012505;0,008202;0,018016;0,006625;0,015024;0,013234;0,015492;0,010784;0,016317;0,011666;0,013783;0,006547;0,014377
2076,127175;0,008838;0,004701;0,008934;0,011643;0,009205;0,01104;0,010142;0,001669;0,006297;0,01655;0,011077;0,01621;0,007724;0,014516;0,010457;0,016813;0,012436;0,015238;0,010605;0,012675;0,008453;0,017961;0,007027;0,015538;0,013568;0,016098;0,010601;0,016649;0,012255;0,014203;0,006945;0,014984
2077,990844;0,009519;0,005346;0,008968;0,012374;0,009583;0,011357;0,010308;0,002248;0,006578;0,016755;0,011383;0,016734;0,007995;0,015212;0,010712;0,01724;0,01256;0,01578;0,010936;0,012889;0,008538;0,017972;0,007306;0,015975;0,013964;0,01689;0,01065;0,017066;0,012679;0,014819;0,007074;0,015471
2079,854513;0,010068;0,006043;0,008988;0,013001;0,010118;0,011534;0,010781;0,002806;0,006956;0,017127;0,011699;0,01724;0,008465;0,016035;0,011138;0,017742;0,013081;0,016348;0,011384;0,013216;0,008507;0,018235;0,007445;0,016337;0,014383;0,017606;0,011114;0,017518;0,012891;0,015489;0,007013;0,0158
2081,718182;0,010418;0,006589;0,009093;0,013338;0,01062;0,011656;0,011439;0,003236;0,007405;0,017619;0,011957;0,017615;0,008939;0,016792;0,011675;0,018242;0,013888;0,01683;0,011878;0,013629;0,008481;0,018781;0,00747;0,016678;0,014734;0,017999;0,011902;0,017901;0,012951;0,016057;0,006942;0,015966
2083,581851;0,010618;0,006878;0,009378;0,013311;0,010898;0,011847;0,012062;0,003465;0,007824;0,018112;0,012103;0,017854;0,009246;0,017306;0,012166;0,018668;0,014709;0,017122;0,01229;0,014046;0,008574;0,019478;0,007433;0,017064;0,014949;0,018;0,012705;0,018126;0,012982;0,016444;0,007016;0,01601
2085,44552;0,010781;0,006972;0,009866;0,013018;0,010884;0,012192;0,012452;0,003499;0,008096;0,018508;0,01213;0,018046;0,009345;0,017526;0,012448;0,018992;0,015269;0,017199;0,012519;0,014402;0,008806;0,020118;0,007397;0,017513;0,015041;0,017764;0,013191;0,018176;0,013087;0,016676;0,007266;0,016017
2087,309189;0,010999;0,007059;0,010466;0,012704;0,010676;0,012675;0,012536;0,003427;0,008164;0,018773;0,012086;0,018295;0,009321;0,017543;0,012446;0,01922;0,015428;0,017137;0,012563;0,014694;0,009086;0,020532;0,007413;0,017969;0,015092;0,017565;0,013215;0,018115;0,013289;0,016845;0,00759;0,016083
2089,172858;0,011283;0,00731;0,010997;0,012619;0,010473;0,01317;0,012396;0,003381;0,00806;0,018937;0,012033;0,018625;0,009302;0,01752;0,012201;0,019369;0,015228;0,017071;0,012511;0,014965;0,009273;0,020672;0,007505;0,018313;0,015193;0,01762;0,012902;0,018047;0,01352;0,017027;0,007829;0,016266
2091,036527;0,011553;0,007752;0,01128;0,012877;0,010445;0,013507;0,0122;0,003456;0,007882;0,019039;0,012001;0,018958;0,009355;0,017582;0,011835;0,019439;0,01485;0,017121;0,012474;0,015249;0,009283;0,020615;0,007669;0,018431;0,015366;0,017955;0,012554;0,018048;0,013673;0,01723;0,007871;0,016557
2092,900196;0,011703;0,008231;0,011242;0,013373;0,010633;0,013579;0,012104;0,003658;0,007726;0,01908;0,011973;0,019169;0,009441;0,017739;0,011489;0,019424;0,014503;0,017314;0,012512;0,015521;0,009158;0,0205;0,00788;0,018285;0,015547;0,018413;0,012453;0,018131;0,013683;0,01739;0,00772;0,01688
2094,763865;0,011675;0,008515;0,010969;0,013848;0,010926;0,013412;0,012166;0,003895;0,007639;0,019027;0,011909;0,019194;0,009468;0,017899;0,011266;0,019333;0,014326;0,017581;0,01259;0,015703;0,009048;0,020446;0,008109;0,017955;0,015628;0,018774;0,012681;0,018257;0,013583;0,017434;0,007489;0,017137
2096,627533;0,01151;0,00844;0,010665;0,014049;0,011155;0,013166;0,012341;0,004036;0,007614;0,018857;0,011789;0,019091;0,00938;0,017953;0,011214;0,019217;0,014358;0,017802;0,012627;0,015718;0,009116;0,020503;0,008334;0,017618;0,015547;0,018913;0,013091;0,018383;0,013486;0,017354;0,007321;0,017269
2098,491202;0,011328;0,008032;0,010539;0,013891;0,011208;0,013048;0,012528;0,003997;0,007625;0,018617;0,011645;0,01901;0,009222;0,017872;0,011336;0,01915;0,014553;0,017889;0,012562;0,015561;0,009418;0,020647;0,008549;0,017466;0,015347;0,018877;0,013423;0,018514;0,013524;0,017227;0,007303;0,017292
2100,354871;0,011254;0,007503;0,010691;0,013516;0,011111;0,013199;0,012661;0,003801;0,007676;0,018424;0,011553;0,019098;0,009121;0,017746;0,011614;0,019192;0,014833;0,017852;0,012423;0,015319;0,009858;0,020816;0,00875;0,017612;0,015168;0,01883;0,013497;0,018704;0,013762;0,017178;0,007418;0,017295
2102,21854;0,011343;0,007137;0,011048;0,013206;0,011005;0,01361;0,012751;0,003574;0,007808;0,018416;0,011584;0,019383;0,009195;0,017728;0,012008;0,019342;0,015125;0,017788;0,012314;0,015134;0,010235;0,020961;0,008926;0,018027;0,015159;0,018917;0,013329;0,019013;0,014153;0,017294;0,007563;0,017384
2104,082209;0,011553;0,007135;0,011418;0,013204;0,011037;0,014131;0,012872;0,003474;0,008063;0,018659;0,011754;0,019753;0,009462;0,017933;0,012448;0,019528;0,015369;0,01782;0,012349;0,015114;0,01037;0,021066;0,009042;0,018556;0,015383;0,019149;0,01312;0,019443;0,014563;0,017562;0,007624;0,017627
2105,945878;0,011778;0,00751;0,011603;0,013553;0,011255;0,01455;0,013099;0,003598;0,008429;0,019093;0,01201;0,020028;0,00981;0,018347;0,012834;0,019654;0,015515;0,018015;0,012568;0,01527;0,010223;0,021151;0,009056;0,019001;0,015764;0,0194;0,013103;0,019906;0,014849;0,017871;0,00755;0,018005
2107,809547;0,011924;0,008104;0,011523;0,014075;0,01156;0,014709;0,013436;0,003921;0,008815;0,019548;0,012259;0,020085;0,010074;0,018824;0,013063;0,019666;0,015531;0,018338;0,012896;0,01551;0,009923;0,021243;0,008945;0,019222;0,016132;0,019505;0,013377;0,020256;0,014941;0,018086;0,007382;0,018426
2109,673216;0,011968;0,008688;0,011261;0,014485;0,011776;0,014589;0,013802;0,004313;0,009081;0,019845;0,012421;0,019959;0,010141;0,019172;0,013082;0,019607;0,015421;0,018682;0,013191;0,015701;0,009686;0,02135;0,008736;0,019212;0,016333;0,019403;0,013833;0,020371;0,014878;0,018138;0,00722;0,018769
2111,536885;0,011961;0,009089;0,011007;0,014581;0,011773;0,014307;0,014073;0,004612;0,00912;0,019907;0,012481;0,019822;0,010034;0,01927;0,012929;0,019595;0,015244;0,018937;0,013332;0,015761;0,009675;0,021456;0,008516;0,019083;0,016328;0,019192;0,01423;0,020225;0,014779;0,018081;0,007163;0,018949
2113,400554;0,011984;0,009263;0,010938;0,014372;0,011568;0,014053;0,014159;0,004719;0,008931;0,019813;0,012483;0,019873;0,00989;0,019142;0,012727;0,01976;0,015112;0,01906;0,013313;0,015709;0,009901;0,021528;0,008402;0,018989;0,016213;0,019075;0,014357;0,019918;0,014759;0,018048;0,007239;0,018953
2115,264223;0,012084;0,009277;0,011111;0,014067;0,011325;0,013987;0,014059;0,004648;0,00863;0,019743;0,012493;0,020192;0,00986;0,01893;0,012622;0,020138;0,015134;0,019095;0,013251;0,015644;0,010215;0,021536;0,008483;0,019028;0,016148;0,01921;0,014174;0,01962;0,014856;0,018161;0,007401;0,018833
2117,127892;0,012241;0,009235;0,011427;0,01392;0,011248;0,014165;0,013858;0,004506;0,008383;0,019851;0,012546;0,020669;0,009999;0,018798;0,012689;0,020631;0,015355;0,01912;0,013311;0,015666;0,010407;0,021474;0,008765;0,019179;0,016233;0,019583;0,013833;0,019473;0,015006;0,01843;0,007559;0,018668
2118,99156;0,012381;0,009203;0,0117;0,014055;0,011438;0,014525;0,013669;0,00442;0,008306;0,020148;0,012618;0,021061;0,01022;0,018817;0,012879;0,021043;0,015713;0,019165;0,013586;0,015794;0,010347;0,021362;0,009147;0,019328;0,016421;0,019995;0,013567;0,019511;0,015088;0,018723;0,00764;0,018522
2120,855229;0,012425;0,009185;0,011778;0,01437;0,01181;0,014921;0,013562;0,004448;0,008383;0,020471;0,01265;0,02113;0,010351;0,018922;0,013035;0,021184;0,016059;0,019173;0,014015;0,01595;0,01006;0,021241;0,009472;0,019346;0,016538;0,020181;0,013522;0,019644;0,015003;0,018843;0,007638;0,018415
2122,718898;0,012341;0,009144;0,01163;0,014609;0,012128;0,015195;0,013522;0,004547;0,008479;0,020577;0,012592;0,020785;0,01026;0,018965;0,012991;0,020985;0,016237;0,019018;0,014392;0,016008;0,009702;0,021151;0,009603;0,01918;0,0164;0,01999;0,013661;0,019716;0,014739;0,018651;0,007602;0,018332
2124,582567;0,012147;0,009042;0,011357;0,014536;0,012154;0,015237;0,013475;0,0046;0,008427;0,020296;0,012437;0,020133;0,009948;0,018822;0,012679;0,020543;0,016176;0,018606;0,014476;0,015888;0,009452;0,021103;0,009503;0,018894;0,015954;0,019489;0,013793;0,019601;0,014377;0,018157;0,007597;0,01824
2126,446236;0,011884;0,008857;0,011112;0,014099;0,011798;0,015017;0,013357;0,004492;0,008144;0,019654;0,012216;0,0194;0,009548;0,018483;0,012183;0,020059;0,015928;0,017959;0,01413;0,015607;0,009389;0,021063;0,009257;0,018624;0,015338;0,018925;0,013714;0,019259;0,014031;0,017525;0,007642;0,018116
2128,309905;0,011578;0,008569;0,010994;0,013469;0,011184;0,014573;0,013156;0,004181;0,007696;0,018864;0,011961;0,01878;0,00923;0,01805;0,011685;0,019715;0,015627;0,017242;0,01341;0,015269;0,009455;0,02095;0,009007;0,018477;0,014818;0,018551;0,013349;0,018742;0,013773;0,016969;0,007682;0,01795
2130,173574;0,011226;0,008143;0,010972;0,012926;0,010576;0,01398;0,012919;0,003723;0,007255;0,018204;0,011657;0,018329;0,009076;0,017653;0,011339;0,019551;0,015393;0,016681;0,01254;0,014978;0,009502;0,020659;0,008846;0,018439;0,014619;0,018448;0,012804;0,018128;0,013574;0,016605;0,007612;0,017729
2132,037243;0,010818;0,007537;0,010915;0,012655;0,01021;0,013317;0,012691;0,003234;0,006985;0,017829;0,011249;0,017954;0,009023;0,017338;0,011158;0,019432;0,01523;0,016422;0,011789;0,014759;0,009404;0,020106;0,008735;0,018356;0,014767;0,018438;0,012272;0,017466;0,013322;0,016374;0,007338;0,017427
2133,900912;0,010371;0,006737;0,010679;0,012619;0,010131;0,012633;0,012452;0,002824;0,006924;0,017677;0,010691;0,01751;0,008912;0,01702;0,010996;0,01913;0,015013;0,016417;0,011329;0,01453;0,009149;0,01928;0,008502;0,018014;0,015034;0,018192;0,011887;0,016755;0,012895;0,016081;0,00684;0,017001
2135,764581;0,009947;0,005812;0,010222;0,012572;0,010165;0,011951;0,012102;0,002536;0,006954;0,017502;0,010015;0,016935;0,008622;0,016533;0,01065;0,018467;0,014564;0,016428;0,011146;0,014166;0,008833;0,01827;0,007952;0,017275;0,015054;0,017447;0,011615;0,015991;0,012244;0,015537;0,006197;0,016417
2137,62825;0,009618;0,004919;0,009636;0,012235;0,010026;0,011283;0,011525;0,002337;0,006877;0,017049;0,009364;0,016308;0,008178;0,015766;0,010028;0,017446;0,013792;0,01615;0,011077;0,013605;0,008576;0,017254;0,007013;0,016177;0,014538;0,016203;0,011275;0,015232;0,011448;0,014719;0,005554;0,015679
2139,491919;0,009405;0,004244;0,009106;0,011492;0,009511;0,010653;0,010688;0,002146;0,006556;0,01624;0,008941;0,015803;0,007758;0,014775;0,009243;0,016265;0,01279;0,015415;0,010926;0,012919;0,008416;0,016438;0,005836;0,014951;0,013466;0,014769;0,01069;0,014616;0,010678;0,013818;0,005044;0,014845
2141,355587;0,009241;0,003894;0,008781;0,010489;0,008654;0,01011;0,009715;0,001885;0,006029;0,015249;0,008888;0,015544;0,007579;0,013784;0,008579;0,015226;0,011818;0,014318;0,010586;0,012286;0,008257;0,015958;0,004767;0,013905;0,01213;0,013611;0,00985;0,014297;0,01011;0,013146;0,00472;0,01401
2143,219256;0,008975;0,003799;0,008671;0,009543;0,007717;0,009707;0,008856;0,001508;0,005499;0,014403;0,009171;0,015484;0,007721;0,013068;0,008295;0,014554;0,011171;0,013197;0,010087;0,011875;0,007916;0,015803;0,004178;0,013251;0,010984;0,013078;0,008963;0,014325;0,009817;0,012926;0,004532;0,013261
2145,082925;0,008457;0,003706;0,008619;0,008917;0,007039;0,009451;0,008348;0,001003;0,005209;0,013963;0,009537;0,015372;0,008033;0,012753;0,008414;0,014266;0,010987;0,012445;0,009545;0,011701;0,007241;0,015786;0,004238;0,012965;0,010383;0,013175;0,00835;0,014535;0,009709;0,013101;0,004359;0,012612
2146,946594;0,007624;0,003268;0,00838;0,008606;0,006807;0,009254;0,008249;0,000369;0,005266;0,013921;0,009604;0,014863;0,008169;0,012692;0,008621;0,014132;0,011138;0,012256;0,009035;0,011568;0,006218;0,015592;0,004771;0,012767;0,010354;0,013524;0,00821;0,014546;0,009562;0,013293;0,004088;0,01198
2148,810263;0,006552;0,002211;0,007761;0,008295;0,00691;0,008907;0,008342;-0,000412;0,005527;0,013962;0,009052;0,0137;0,007772;0,0125;0,00838;0,013781;0,011257;0,012466;0,008507;0,011141;0,004995;0,014903;0,005293;0,012259;0,010548;0,013548;0,008446;0,013907;0,00911;0,012956;0,003683;0,011199
2150,673932;0,005419;0,000477;0,006744;0,007524;0,006962;0,008139;0,008213;-0,001363;0,005644;0,013627;0,007803;0,011872;0,006689;0,01175;0,007234;0,012885;0,010925;0,012599;0,007793;0,010132;0,003813;0,013535;0,00523;0,011138;0,010409;0,012772;0,008643;0,012321;0,008181;0,011675;0,003209;0,010101
2152,537601;0,004407;-0,001729;0,005505;0,005988;0,006514;0,006739;0,007463;-0,00248;0,005243;0,012599;0,006105;0,009647;0,005084;0,010243;0,005119;0,011327;0,009907;0,012109;0,006727;0,008488;0,002869;0,011538;0,004228;0,00939;0,009479;0,011099;0,008277;0,009853;0,006781;0,009426;0,002785;0,008618
2154,40127;0,0036;-0,004014;0,004331;0,003783;0,005322;0,004707;0,005968;-0,003686;0,004157;0,010941;0,004437;0,007477;0,003388;0,008175;0,0025;0,009283;0,008313;0,010712;0,005301;0,006468;0,00223;0,009215;0,002374;0,007341;0,007672;0,008874;0,007034;0,006977;0,005121;0,006669;0,002517;0,006863
2156,264939;0,002957;-0,005954;0,003476;0,001445;0,003521;0,002339;0,004012;-0,004819;0,002561;0,009125;0,003295;0,005817;0,002094;0,006106;0,000218;0,007159;0,006575;0,008593;0,003758;0,004558;0,001821;0,007034;0,000195;0,005541;0,005369;0,006733;0,005053;0,004432;0,003544;0,004189;0,002429;0,005131
2158,128608;0,002384;-0,007245;0,003039;-0,000271;0,001611;0,000189;0,002208;-0,005663;0,000934;0,007821;0,00297;0,004948;0,001524;0,004706;-0,00089;0,005447;0,005263;0,006376;0,002544;0,003252;0,00152;0,005481;-0,001565;0,004515;0,003264;0,005302;0,002934;0,002931;0,002416;0,002758;0,002459;0,003826
2159,992277;0,001847;-0,00777;0,002942;-0,000745;0,000231;-0,001123;0,00122;-0,006014;-0,000152;0,007545;0,003422;0,004914;0,001699;0,00443;-0,000418;0,004544;0,004813;0,004841;0,002119;0,002829;0,001267;0,0049;-0,002303;0,004534;0,002051;0,004919;0,001486;0,002865;0,001997;0,002796;0,002508;0,003308
2161,855946;0,001461;-0,007576;0,00301;0,000194;-0,000132;-0,001173;0,001439;-0,005764;-0,000302;0,008383;0,004334;0,00555;0,002373;0,005291;0,001398;0,004626;0,005335;0,004545;0,002727;0,003241;0,001127;0,005389;-0,001838;0,005488;0,002107;0,005519;0,001329;0,004152;0,002368;0,004189;0,002513;0,003742
2163,719615;0,001454;-0,006792;0,003102;0,002185;0,000626;0,000053;0,00277;-0,004952;0,000514;0,009929;0,005295;0,00659;0,003193;0,006853;0,003782;0,005608;0,006576;0,005539;0,004247;0,004172;0,001245;0,006776;-0,000487;0,00696;0,00333;0,006724;0,002574;0,006298;0,003411;0,006359;0,0025;0,005013
2165,583283;0,002028;-0,00556;0,003199;0,00451;0,0022;0,002115;0,004681;-0,003768;0,001945;0,0115;0,006007;0,007781;0,003889;0,008466;0,005801;0,007194;0,008069;0,007353;0,006214;0,00522;0,001745;0,008691;0,001121;0,008424;0,005214;0,008064;0,004755;0,008632;0,004857;0,008539;0,002565;0,006751
2167,446952;0,003195;-0,004028;0,003406;0,006436;0,004033;0,004289;0,006463;-0,002493;0,003433;0,012491;0,0064;0,008938;0,004373;0,009596;0,006821;0,008989;0,009349;0,009239;0,008007;0,006095;0,002614;0,010685;0,002366;0,009486;0,007091;0,009205;0,007049;0,010585;0,00637;0,010101;0,00281;0,008461
2169,310621;0,004689;-0,002368;0,00385;0,007528;0,005585;0,005881;0,007576;-0,00142;0,004464;0,012674;0,006594;0,009953;0,004712;0,010066;0,006775;0,010617;0,010152;0,010552;0,009119;0,006719;0,003678;0,012362;0,002932;0,010028;0,008432;0,010052;0,008671;0,011882;0,007646;0,01078;0,003254;0,009711
2171,17429;0,006048;-0,00081;0,004558;0,007786;0,006554;0,006525;0,007871;-0,000758;0,004781;0,012278;0,00677;0,010774;0,005016;0,010088;0,006127;0,011819;0,010475;0,011042;0,009361;0,007193;0,004667;0,013477;0,002911;0,010203;0,009036;0,010702;0,009223;0,012561;0,008498;0,010699;0,003793;0,010288
2173,037959;0,006821;0,000396;0,005395;0,007547;0,00695;0,006326;0,007599;-0,000578;0,004454;0,011806;0,007022;0,011375;0,005327;0,01008;0,005558;0,0125;0,010501;0,010914;0,008911;0,007668;0,005345;0,013978;0,002681;0,010296;0,009046;0,011296;0,008824;0,012853;0,008893;0,010231;0,004242;0,010264
2174,901628;0,006805;0,001062;0,006101;0,007249;0,007014;0,005761;0,007196;-0,000794;0,003792;0,011719;0,007305;0,011763;0,005595;0,01038;0,005578;0,012729;0,010454;0,010651;0,008185;0,008221;0,00562;0,013989;0,002645;0,010542;0,008811;0,011885;0,007967;0,013006;0,008943;0,00978;0,004428;0,009927
2176,765297;0,006159;0,001158;0,006433;0,007192;0,007041;0,005414;0,00701;-0,001202;0,003172;0,012173;0,007492;0,011983;0,005731;0,011054;0,006274;0,012695;0,010479;0,010698;0,007618;0,008815;0,005577;0,013749;0,00299;0,011006;0,00868;0,012387;0,00722;0,013171;0,008848;0,009614;0,004305;0,009638
2178,628966;0,005331;0,000849;0,006308;0,007432;0,007214;0,005671;0,007128;-0,001546;0,002872;0,012967;0,007499;0,012121;0,005697;0,011887;0,007327;0,012621;0,010592;0,011223;0,007462;0,009343;0,005415;0,013529;0,003605;0,011588;0,008849;0,012664;0,00694;0,013381;0,008802;0,009816;0,003994;0,009671
2180,492635;0,004827;0,000435;0,005882;0,007837;0,007543;0,006557;0,007394;-0,001616;0,00299;0,013705;0,007382;0,012289;0,005559;0,012553;0,008253;0,012693;0,010726;0,012068;0,007712;0,009732;0,005338;0,013548;0,004188;0,012124;0,009316;0,012647;0,007153;0,013616;0,00892;0,010321;0,003734;0,010105
2182,356304;0,004957;0,000222;0,00549;0,008226;0,007908;0,007772;0,00759;-0,001322;0,00346;0,014082;0,007323;0,012585;0,005457;0,01285;0,008709;0,012994;0,010815;0,012897;0,008175;0,01;0,005465;0,013921;0,004455;0,012515;0,009941;0,012434;0,007634;0,013884;0,009198;0,01101;0,003759;0,010836
2184,219973;0,005694;0,000379;0,005483;0,008508;0,008169;0,008898;0,00763;-0,00073;0,004135;0,01408;0,007526;0,013064;0,005518;0,012833;0,008667;0,013497;0,010849;0,013439;0,008619;0,010245;0,005803;0,014641;0,004328;0,012794;0,010554;0,012271;0,008116;0,014235;0,009535;0,011763;0,004162;0,011663
2186,083642;0,006732;0,000879;0,006051;0,008722;0,008264;0,009641;0,007645;-0,000034;0,004868;0,013983;0,008074;0,013718;0,00578;0,012779;0,008387;0,014099;0,010893;0,013648;0,008921;0,01057;0,006281;0,015594;0,003981;0,013103;0,011044;0,012434;0,008461;0,014726;0,009803;0,012484;0,004837;0,012404
2187,94731;0,007685;0,001546;0,007115;0,008977;0,008241;0,009966;0,007887;0,000526;0,005557;0,014185;0,00886;0,014479;0,006174;0,012997;0,008219;0,014686;0,011041;0,013713;0,009115;0,010997;0,006807;0,016615;0,003735;0,013582;0,011387;0,013078;0,008722;0,015351;0,009929;0,013092;0,005525;0,012977
2189,810979;0,008308;0,00218;0,008361;0,009351;0,00822;0,010069;0,00854;0,000774;0,006139;0,014928;0,009622;0,015242;0,006584;0,013625;0,00838;0,015192;0,011368;0,013903;0,009342;0,011451;0,007304;0,017542;0,003872;0,014267;0,011622;0,014135;0,009047;0,016011;0,009947;0,013526;0,005949;0,013408
2191,674648;0,008608;0,002682;0,009393;0,009827;0,008322;0,010218;0,009555;0,000683;0,006569;0,01614;0,010095;0,015891;0,006931;0,01454;0,008837;0,015623;0,011897;0,014381;0,009735;0,011816;0,00772;0,018265;0,00448;0,01505;0,011802;0,015343;0,009541;0,016546;0,009978;0,013771;0,005966;0,013772
2193,538317;0,008787;0,003098;0,009915;0,010305;0,008603;0,010583;0,010646;0,00039;0,006803;0,017454;0,010156;0,016338;0,007223;0,015433;0,009369;0,016035;0,012587;0,015099;0,010326;0,012023;0,008007;0,01875;0,005426;0,015738;0,011962;0,016372;0,010166;0,016832;0,010165;0,013885;0,005646;0,014127
2195,401986;0,009076;0,003566;0,009859;0,010678;0,009037;0,01115;0,01144;0,000132;0,006809;0,018416;0,009908;0,01655;0,007536;0,016008;0,00973;0,016486;0,013349;0,015846;0,011019;0,012113;0,008128;0,019032;0,006437;0,016168;0,012121;0,017002;0,010758;0,016855;0,010581;0,013998;0,005236;0,01447
2197,265655;0,00957;0,0042;0,009395;0,010909;0,009539;0,011767;0,011703;0,000125;0,006596;0,018737;0,009622;0,01657;0,007936;0,01616;0,009812;0,016989;0,014066;0,016397;0,011657;0,012216;0,008072;0,019182;0,007252;0,016306;0,0123;0,017226;0,011135;0,016737;0,011181;0,014251;0,005034;0,014757
2199,129324;0,01017;0,004995;0,008822;0,011067;0,010011;0,012262;0,011484;0,000459;0,006233;0,018445;0,009582;0,01652;0,008402;0,016039;0,009697;0,017503;0,014612;0,016663;0,012105;0,01247;0,007893;0,019282;0,007732;0,016271;0,012535;0,017235;0,011228;0,01667;0,011821;0,014713;0,005229;0,014952
2200,992993;0,010669;0,005808;0,008419;0,01128;0,010382;0,012552;0,011087;0,001051;0,005848;0,017864;0,009932;0,016559;0,008816;0,015941;0,009591;0,017955;0,014882;0,016738;0,012325;0,012924;0,00771;0,019393;0,007893;0,016266;0,012877;0,017295;0,011126;0,016809;0,012337;0,015325;0,00581;0,01508
