WN;BRI1_1C;BRI1_1E;BRI1_2C;BRI1_2E;BRI1_3C;BRI1_3E;BRI1_4C;BRI1_4E;BRI1_5C;BRI1_5E;BRI2_1C;BRI2_1E;BRI2_1RC ;BRI2_1RE;BRI2_2C;BRI2_2E;BRI2_3C;BRI2_3E;BRI2_4C;BRI2_4E;BRI2_5C;BRI2_5E;BRI3_1C;BRI3_1E;BRI3_2C;BRI3_2E;BRI3_3C;BRI3_3E;BRI3_4C;BRI3_4E;BRI3_5C;BRI3_5E
745,467567;0,071181;0,099722;0,062762;0,079832;0,065864;0,086846;0,073263;0,052658;0,05592;0,089773;0,064567;0,09056;0,054549;0,084369;0,073719;0,100072;0,078168;0,089495;0,071136;0,08058;0,060998;0,100166;0,069033;0,094158;0,082638;0,094325;0,075446;0,092127;0,077362;0,085905;0,046506;0,093361
747,331236;0,07111;0,099475;0,062776;0,079825;0,065786;0,086788;0,073221;0,05253;0,055837;0,08972;0,064652;0,090621;0,054568;0,084377;0,073645;0,099935;0,078213;0,089512;0,07116;0,080606;0,060847;0,100021;0,068981;0,093981;0,082625;0,094306;0,075401;0,092123;0,077342;0,086008;0,0465;0,093185
749,194905;0,070853;0,099034;0,062696;0,079702;0,065638;0,086531;0,073158;0,052321;0,055739;0,089508;0,064597;0,090485;0,054557;0,084261;0,073726;0,09965;0,078158;0,089347;0,071135;0,080496;0,060725;0,099683;0,06895;0,093626;0,082551;0,094109;0,075319;0,092044;0,07722;0,085951;0,046511;0,092945
751,058574;0,070481;0,098437;0,062493;0,079418;0,065437;0,086076;0,073023;0,052051;0,055622;0,08916;0,064418;0,090184;0,054487;0,083986;0,07384;0,099217;0,077984;0,089013;0,071022;0,080247;0,060608;0,099205;0,068887;0,093153;0,082397;0,093728;0,075171;0,091835;0,077016;0,085729;0,046491;0,092616
752,922243;0,07013;0,097812;0,0622;0,079013;0,065228;0,085535;0,072801;0,051781;0,055493;0,08878;0,064199;0,089834;0,054347;0,083594;0,073824;0,098727;0,077739;0,088624;0,070822;0,079922;0,060454;0,098719;0,068744;0,092682;0,082175;0,093249;0,074951;0,091513;0,076784;0,085424;0,046388;0,092223
754,785912;0,069896;0,097263;0,061892;0,078578;0,065045;0,08504;0,072509;0,05156;0,055354;0,088471;0,064034;0,089544;0,054142;0,083168;0,073584;0,098282;0,077492;0,088297;0,070571;0,0796;0,060236;0,098324;0,068505;0,092303;0,08191;0,092777;0,074665;0,091132;0,076572;0,085131;0,046185;0,091805
756,649581;0,069765;0,096786;0,06164;0,078194;0,064884;0,084645;0,072187;0,051387;0,055203;0,088264;0,063964;0,089337;0,053904;0,08277;0,073147;0,097918;0,077273;0,088066;0,070319;0,079324;0,059956;0,098019;0,068196;0,092012;0,081619;0,092362;0,074336;0,090733;0,07638;0,084887;0,045916;0,091379
758,51325;0,069629;0,096276;0,06147;0,077889;0,064709;0,084294;0,07187;0,051201;0,055031;0,088099;0,063959;0,089143;0,053673;0,082411;0,072652;0,097586;0,077054;0,087867;0,070103;0,079089;0,059654;0,097705;0,067873;0,091723;0,081304;0,091979;0,073992;0,090323;0,076173;0,084651;0,045654;0,090934
760,376919;0,069373;0,095621;0,061354;0,077634;0,064484;0,083888;0,071576;0,050932;0,054837;0,087878;0,063953;0,088875;0,053491;0,08207;0,072261;0,097201;0,07679;0,0876;0,069932;0,078868;0,059387;0,097279;0,067586;0,091338;0,080965;0,091571;0,073672;0,089887;0,075915;0,084356;0,045468;0,090454
762,240588;0,068971;0,094813;0,061241;0,077386;0,064208;0,08337;0,071308;0,050557;0,054639;0,087549;0,063893;0,088506;0,053382;0,081725;0,07206;0,096723;0,076474;0,087225;0,069792;0,07865;0,059197;0,096728;0,067357;0,090826;0,08062;0,091118;0,073418;0,089431;0,075612;0,083983;0,045389;0,08995
764,104257;0,068516;0,093977;0,061089;0,077125;0,063928;0,082789;0,071066;0,050131;0,054473;0,087149;0,06378;0,088112;0,05335;0,08139;0,072017;0,096195;0,07616;0,086803;0,069662;0,078462;0,059094;0,096158;0,067179;0,09026;0,080309;0,090668;0,073262;0,089002;0,075324;0,083593;0,045386;0,089472
765,967926;0,068164;0,093308;0,060902;0,076868;0,063713;0,082269;0,070854;0,049755;0,054373;0,086786;0,063665;0,087821;0,05337;0,081111;0,07202;0,095724;0,075941;0,086464;0,069531;0,078348;0,059042;0,095722;0,067031;0,089774;0,080081;0,090307;0,073209;0,088675;0,075134;0,083298;0,045393;0,089084
767,831594;0,068019;0,092931;0,060721;0,076654;0,063608;0,081921;0,070681;0,04952;0,054348;0,086562;0,06361;0,087725;0,053403;0,080932;0,071958;0,095404;0,075878;0,086313;0,069405;0,078326;0,05899;0,095513;0,066907;0,089472;0,079963;0,090096;0,073231;0,088504;0,075093;0,083184;0,04535;0,088818
769,695263;0,068066;0,092814;0,060598;0,076501;0,063605;0,081757;0,070555;0,049442;0,054374;0,086505;0,06364;0,087811;0,053416;0,080858;0,0718;0,095247;0,075952;0,086347;0,069303;0,078362;0,058894;0,095484;0,066823;0,089362;0,07994;0,090013;0,073273;0,088476;0,075185;0,083248;0,045243;0,088652
771,558932;0,068169;0,092779;0,060562;0,076391;0,063647;0,08168;0,070474;0,049451;0,0544;0,08655;0,063729;0,087968;0,053396;0,080847;0,071599;0,095174;0,076068;0,086447;0,069238;0,078387;0,058747;0,09548;0,066803;0,089353;0,079961;0,089968;0,073281;0,088508;0,075333;0,083394;0,045111;0,088521
773,422601;0,068172;0,092618;0,0606;0,076279;0,063663;0,081551;0,070423;0,049436;0,05438;0,086588;0,063821;0,088067;0,05336;0,080834;0,071447;0,095073;0,076112;0,086464;0,069211;0,078342;0,05858;0,095339;0,066854;0,089317;0,079967;0,08986;0,073228;0,088495;0,075443;0,083499;0,045021;0,088359
775,28627;0,068002;0,092236;0,060665;0,076133;0,063618;0,081292;0,070385;0,049317;0,054304;0,086545;0,063876;0,088052;0,053343;0,080775;0,071403;0,094877;0,076031;0,086317;0,069207;0,078224;0,058445;0,095009;0,066948;0,089176;0,079922;0,089661;0,073134;0,088374;0,075464;0,083492;0,045016;0,088148
777,149939;0,067719;0,091709;0,060705;0,075959;0,063526;0,080943;0,070347;0,049093;0,054199;0,086426;0,063894;0,087975;0,053376;0,080675;0,071451;0,094606;0,075869;0,086053;0,069204;0,078096;0,058378;0,094592;0,067028;0,08895;0,079836;0,089432;0,073045;0,088165;0,075408;0,083399;0,04509;0,087925
779,013608;0,067472;0,091222;0,060687;0,075803;0,063441;0,080633;0,070305;0,048834;0,054118;0,086306;0,063916;0,087953;0,053464;0,080577;0,071523;0,094346;0,07573;0,085813;0,069184;0,07804;0,058382;0,094266;0,067039;0,088728;0,079746;0,089282;0,073011;0,087955;0,075337;0,083315;0,045187;0,087754
780,877277;0,067389;0,090932;0,060615;0,075714;0,063408;0,080482;0,07026;0,048634;0,054094;0,086262;0,063987;0,088075;0,05358;0,080527;0,07155;0,094175;0,075706;0,085733;0,069145;0,078103;0,058419;0,094165;0,066959;0,088597;0,079694;0,089283;0,073044;0,08784;0,075309;0,083325;0,04524;0,087668
782,740946;0,067486;0,090849;0,060517;0,075709;0,063436;0,080507;0,070213;0,048541;0,054125;0,086307;0,064121;0,088326;0,053677;0,080533;0,071518;0,094102;0,075806;0,085843;0,069096;0,078254;0,058433;0,094276;0,066818;0,088571;0,079691;0,089405;0,073116;0,087856;0,075337;0,083439;0,045215;0,08764
784,604615;0,067655;0,090823;0,060426;0,07575;0,063489;0,080606;0,070158;0,04853;0,054165;0,086378;0,06429;0,088592;0,053721;0,080555;0,071465;0,094057;0,07595;0,08605;0,069054;0,078399;0,058381;0,094449;0,066676;0,088589;0,079714;0,089532;0,073174;0,087958;0,075387;0,083584;0,045133;0,087592
786,468284;0,06774;0,090657;0,060364;0,075772;0,063517;0,080622;0,070093;0,048528;0,054162;0,086382;0,064447;0,088738;0,053712;0,080538;0,071445;0,093948;0,076025;0,086201;0,069034;0,078444;0,05826;0,094491;0,066595;0,088556;0,079728;0,089536;0,073176;0,088054;0,075408;0,083662;0,045057;0,087458
788,331953;0,067649;0,090249;0,060335;0,075723;0,063495;0,080456;0,070017;0,048469;0,054092;0,086266;0,064558;0,088708;0,053686;0,080448;0,071476;0,093734;0,075969;0,086188;0,069043;0,078359;0,058102;0,094303;0,066595;0,088422;0,079712;0,089365;0,073119;0,088064;0,075379;0,083627;0,045047;0,087226
790,195621;0,067413;0,089673;0,060323;0,075604;0,063438;0,08013;0,069943;0,048338;0,053975;0,086063;0,064629;0,088559;0,053696;0,080304;0,071523;0,093462;0,075819;0,086024;0,069078;0,078201;0,057958;0,093941;0,066652;0,088219;0,079675;0,089082;0,073039;0,087974;0,075321;0,083526;0,045117;0,086958
792,05929;0,06716;0,089131;0,060315;0,075462;0,063391;0,07977;0,069889;0,048179;0,053869;0,085877;0,064691;0,088432;0,053771;0,080162;0,071524;0,093231;0,075683;0,085823;0,069126;0,078075;0,057861;0,09357;0,066713;0,088031;0,079652;0,088823;0,07299;0,087835;0,075289;0,083466;0,045225;0,08675
793,922959;0,067025;0,088812;0,0603;0,075362;0,063392;0,079514;0,069867;0,04805;0,053824;0,085811;0,064778;0,088449;0,053904;0,080081;0,071451;0,093124;0,075664;0,085718;0,069172;0,078067;0,057816;0,093346;0,066734;0,087934;0,07967;0,088703;0,073006;0,087724;0,075323;0,083533;0,045303;0,086666
795,786628;0,067056;0,088762;0,060281;0,07534;0,063445;0,079412;0,069878;0,047984;0,053854;0,085904;0,0649;0,088636;0,054049;0,080084;0,071339;0,093142;0,075787;0,085767;0,069204;0,078187;0,057798;0,093314;0,066708;0,087938;0,079735;0,088741;0,073084;0,087689;0,075419;0,083731;0,045296;0,086695
797,650297;0,06719;0,088851;0,060274;0,075379;0,063518;0,079406;0,069914;0,04796;0,053923;0,086102;0,065039;0,088915;0,054159;0,080148;0,071274;0,093206;0,075982;0,08592;0,06922;0,07837;0,057776;0,093386;0,066669;0,087979;0,079821;0,088855;0,073193;0,087725;0,075537;0,083971;0,045207;0,086762
799,513966;0,06731;0,088871;0,060297;0,075431;0,063574;0,079379;0,069961;0,047927;0,053968;0,086305;0,065176;0,089176;0,054219;0,080229;0,071336;0,093219;0,076138;0,086068;0,069231;0,078531;0,057739;0,093422;0,066669;0,087977;0,0799;0,088932;0,073305;0,087792;0,075631;0,084141;0,045092;0,086789
801,377635;0,067339;0,088687;0,06037;0,075454;0,0636;0,079261;0,070017;0,047847;0,053944;0,086436;0,065314;0,08936;0,054258;0,080302;0,071538;0,093145;0,076188;0,086131;0,06926;0,078627;0,057709;0,093341;0,066746;0,087905;0,079959;0,088916;0,073419;0,087862;0,075698;0,084187;0,045032;0,08675
803,241304;0,067295;0,088332;0,0605;0,075451;0,063623;0,079084;0,070089;0,047729;0,053851;0,086491;0,065489;0,089508;0,054339;0,08038;0,071814;0,09304;0,07616;0,086126;0,069335;0,078694;0,057724;0,093188;0,066899;0,087817;0,080025;0,088852;0,073558;0,087943;0,075781;0,084164;0,04508;0,086695
805,104973;0,067277;0,087986;0,060677;0,075465;0,063688;0,078969;0,070191;0,047626;0,053737;0,086533;0,065743;0,089722;0,05451;0,080503;0,072057;0,093018;0,076158;0,086148;0,069473;0,078815;0,057815;0,093095;0,067097;0,087813;0,08014;0,088851;0,07375;0,088077;0,075944;0,084201;0,045234;0,086712
806,968642;0,067379;0,087842;0,060871;0,075549;0,063826;0,079027;0,070323;0,047593;0,053665;0,086632;0,066088;0,090081;0,054772;0,080702;0,072191;0,093162;0,076288;0,086302;0,069674;0,079058;0,057979;0,093183;0,067297;0,087968;0,080338;0,089006;0,073997;0,088297;0,07622;0,084416;0,04544;0,086857
808,832311;0,067613;0,087968;0,061041;0,075723;0,064024;0,079272;0,070473;0,047649;0,053679;0,086812;0,066487;0,090573;0,055077;0,080967;0,072218;0,093456;0,076582;0,086614;0,069917;0,079419;0,058181;0,093461;0,067471;0,088268;0,080613;0,089318;0,074264;0,088587;0,076577;0,084828;0,04563;0,087108
810,69598;0,067891;0,088253;0,061152;0,075953;0,064233;0,079595;0,070616;0,047761;0,053778;0,087027;0,066869;0,091088;0,05535;0,081249;0,072212;0,093791;0,076968;0,087009;0,070165;0,079815;0,058366;0,093818;0,067615;0,088609;0,080921;0,089692;0,074498;0,088888;0,076932;0,085343;0,045758;0,087372
812,559649;0,068087;0,08849;0,061198;0,076173;0,064405;0,079834;0,070735;0,047865;0,053926;0,087208;0,067173;0,0915;0,055547;0,081494;0,072267;0,094033;0,077325;0,087362;0,070387;0,080143;0,058498;0,094099;0,067748;0,088868;0,081208;0,090003;0,074668;0,08913;0,077203;0,085818;0,04583;0,087549
814,423317;0,068134;0,088521;0,06121;0,076333;0,064528;0,079881;0,070832;0,04792;0,05408;0,087319;0,06739;0,091758;0,055677;0,081682;0,07243;0,09412;0,077563;0,087587;0,070568;0,080347;0,058571;0,094213;0,06789;0,088983;0,081438;0,090187;0,074792;0,089291;0,077366;0,086151;0,045887;0,087603
816,286986;0,068081;0,088348;0,06125;0,076431;0,064639;0,079762;0,070938;0,047935;0,054224;0,087401;0,067577;0,091928;0,055805;0,081846;0,072678;0,094104;0,077683;0,087701;0,070718;0,080464;0,058617;0,094205;0,06805;0,089;0,081624;0,090285;0,074936;0,089422;0,077474;0,086351;0,045979;0,087593
818,150655;0,068069;0,088135;0,061383;0,07652;0,0648;0,079623;0,071088;0,047964;0,05437;0,087548;0,067816;0,092155;0,056006;0,082055;0,072945;0,094119;0,07778;0,087811;0,070866;0,080597;0,058682;0,094218;0,068228;0,089042;0,081812;0,090418;0,075173;0,089616;0,077625;0,086522;0,046133;0,087641
820,014324;0,068241;0,088093;0,061645;0,076669;0,065053;0,07963;0,071309;0,04806;0,05455;0,087844;0,068166;0,092565;0,05632;0,08236;0,073182;0,094285;0,077971;0,088039;0,071046;0,080851;0,058795;0,094391;0,068428;0,089224;0,082056;0,090694;0,075535;0,08995;0,077897;0,086793;0,046338;0,087848
821,877993;0,068646;0,088333;0,062025;0,076922;0,065391;0,079865;0,071597;0,048235;0,05478;0,088301;0,068623;0,093182;0,056725;0,082767;0,073393;0,094632;0,078318;0,088433;0,07128;0,081263;0,058959;0,094759;0,068667;0,089585;0,082382;0,091134;0,075993;0,09043;0,078304;0,087224;0,046562;0,088239
823,741662;0,069202;0,088807;0,06247;0,077271;0,065762;0,080277;0,071927;0,04845;0,055053;0,088851;0,069126;0,09392;0,057153;0,083234;0,07364;0,095085;0,078795;0,088942;0,071578;0,081783;0,059158;0,095236;0,068971;0,090064;0,082785;0,091667;0,076472;0,090985;0,078788;0,08778;0,046782;0,088748
825,605331;0,069756;0,089348;0,062912;0,077673;0,066109;0,080736;0,072275;0,048643;0,055341;0,089391;0,069609;0,094652;0,057543;0,083711;0,073985;0,095535;0,079315;0,08946;0,071937;0,082321;0,059376;0,095689;0,06937;0,090561;0,083238;0,092189;0,076904;0,09152;0,079275;0,08837;0,047;0,089277
827,469;0,070183;0,089811;0,063306;0,078089;0,066415;0,081129;0,072635;0,048782;0,055623;0,089866;0,070049;0,095308;0,057876;0,084185;0,074447;0,095928;0,0798;0,089917;0,07235;0,082811;0,05962;0,096045;0,069869;0,091017;0,083723;0,092656;0,077275;0,091987;0,079732;0,088924;0,047242;0,089771
829,332669;0,070467;0,090174;0,063649;0,078519;0,066719;0,081453;0,07303;0,048893;0,055901;0,090307;0,070487;0,095927;0,058195;0,084696;0,07498;0,096314;0,080236;0,090339;0,072816;0,083264;0,059919;0,096358;0,070445;0,091464;0,084247;0,093124;0,077639;0,092427;0,080196;0,089454;0,047539;0,090253
831,196338;0,0707;0,090555;0,063979;0,079003;0,06709;0,081807;0,073495;0,049051;0,056205;0,090817;0,070998;0,096627;0,05857;0,085314;0,075511;0,096818;0,080677;0,090838;0,073332;0,083753;0,060303;0,096775;0,07105;0,092;0,084838;0,093714;0,078083;0,092949;0,080744;0,090047;0,0479;0,090809
833,060007;0,071019;0,091117;0,064349;0,079589;0,067579;0,082315;0,074046;0,049324;0,056569;0,091495;0,071631;0,097509;0,059051;0,08608;0,075998;0,097537;0,081198;0,091529;0,073896;0,084358;0,060781;0,09743;0,071637;0,092715;0,085516;0,094521;0,078673;0,093656;0,081438;0,090792;0,048307;0,091512
834,923676;0,071503;0,091941;0,064793;0,080287;0,068179;0,083035;0,074669;0,049727;0,057009;0,092362;0,07237;0,098585;0,059634;0,086974;0,07647;0,098471;0,081832;0,092442;0,074495;0,085108;0,061328;0,098343;0,072185;0,093616;0,086276;0,095538;0,079408;0,094574;0,082266;0,091712;0,048723;0,09237
836,787344;0,072138;0,092966;0,065316;0,081059;0,068832;0,083906;0,075324;0,050207;0,057506;0,093344;0,073138;0,099766;0,060265;0,087921;0,077008;0,099505;0,082553;0,093497;0,075114;0,085955;0,061892;0,099403;0,072707;0,094619;0,087091;0,096652;0,080227;0,095639;0,083151;0,092739;0,049123;0,093315
838,651013;0,072837;0,094039;0,065896;0,081839;0,069469;0,084803;0,075976;0,050684;0,058021;0,094321;0,073854;0,100934;0,060876;0,088844;0,077688;0,100497;0,083303;0,094547;0,075746;0,086818;0,062427;0,100444;0,073245;0,095606;0,087931;0,097721;0,08105;0,096734;0,084001;0,09376;0,049508;0,094263
840,514682;0,07352;0,095031;0,066509;0,082585;0,070061;0,085632;0,076619;0,051109;0,058522;0,095217;0,07449;0,102035;0,061437;0,089724;0,07852;0,101381;0,084046;0,095485;0,076397;0,087643;0,062917;0,101368;0,073846;0,096514;0,08879;0,098679;0,081834;0,097777;0,084777;0,094703;0,04991;0,095181
842,378351;0,07418;0,095938;0,067143;0,083313;0,07064;0,086402;0,077289;0,051502;0,059007;0,09605;0,075095;0,103129;0,061969;0,090617;0,079433;0,102221;0,084805;0,09631;0,077084;0,088448;0,06339;0,102212;0,074536;0,097388;0,089689;0,099587;0,082595;0,098772;0,085522;0,09559;0,050367;0,096122
844,24202;0,074874;0,096888;0,067804;0,08409;0,071274;0,087216;0,078035;0,051938;0,059503;0,096921;0,075765;0,104337;0,06253;0,091616;0,08031;0,103169;0,085638;0,097125;0,077824;0,089303;0,063891;0,103121;0,07531;0,098344;0,090658;0,100588;0,083389;0,099794;0,086333;0,09652;0,050895;0,097187
846,105689;0,075676;0,098038;0,068498;0,084987;0,072013;0,088194;0,078879;0,052492;0,060048;0,097938;0,076568;0,105751;0,06317;0,09278;0,08107;0,104355;0,086583;0,098058;0,078616;0,090277;0,064455;0,10423;0,076135;0,099489;0,091699;0,101804;0,084264;0,100926;0,087283;0,097596;0,051476;0,09845
847,969358;0,076597;0,099449;0,069223;0,086031;0,072843;0,089365;0,0798;0,053175;0,060657;0,099131;0,077499;0,107352;0,063893;0,094083;0,081716;0,105786;0,087612;0,09917;0,079442;0,091371;0,065085;0,105565;0,076974;0,100836;0,092779;0,10324;0,085217;0,102196;0,088364;0,098847;0,052066;0,099889
849,833027;0,077579;0,101041;0,069964;0,087179;0,073699;0,090646;0,080743;0,053926;0,061317;0,100442;0,078482;0,109028;0,064668;0,095433;0,082341;0,10734;0,088643;0,100417;0,080278;0,092518;0,065761;0,107024;0,077811;0,102299;0,09385;0,104787;0,08621;0,103558;0,089494;0,100214;0,052628;0,101405
851,696696;0,078543;0,102667;0,070722;0,088365;0,074522;0,09191;0,081671;0,054659;0,062004;0,101776;0,079441;0,110677;0,065463;0,096754;0,083079;0,108866;0,089608;0,101711;0,081131;0,09364;0,066472;0,10848;0,078676;0,10378;0,094908;0,106322;0,087216;0,104964;0,090588;0,101615;0,05317;0,102909
853,560365;0,07948;0,104264;0,071535;0,089568;0,075319;0,093115;0,082623;0,055347;0,062719;0,103113;0,080377;0,112344;0,066297;0,098094;0,084044;0,110335;0,090542;0,103014;0,082057;0,094738;0,067253;0,109925;0,079649;0,105286;0,096043;0,107843;0,088284;0,106452;0,091658;0,10305;0,053757;0,104436
855,424034;0,080514;0,105984;0,07249;0,090872;0,076207;0,0944;0,083731;0,056073;0,063514;0,104575;0,081404;0,114268;0,067259;0,099663;0,085298;0,111925;0,091616;0,104424;0,083169;0,09594;0,0682;0,111552;0,08084;0,107002;0,09744;0,109551;0,089556;0,108204;0,09286;0,104658;0,054497;0,106207
857,287703;0,081868;0,10819;0,073708;0,092461;0,077365;0,096069;0,085183;0,057013;0,064484;0,106403;0,082699;0,116805;0,068474;0,101774;0,086855;0,113979;0,093076;0,106155;0,084598;0,097472;0,069434;0,113706;0,08236;0,109244;0,099321;0,111791;0,091221;0,110501;0,094444;0,106688;0,055489;0,108564
859,151371;0,083751;0,111303;0,075285;0,094547;0,078951;0,098457;0,087134;0,058357;0,065727;0,108841;0,084397;0,120235;0,070034;0,104695;0,08872;0,116833;0,095112;0,108436;0,086435;0,099546;0,071041;0,116704;0,084274;0,112307;0,101834;0,114877;0,093415;0,113589;0,096625;0,109357;0,05678;0,111812
861,01504;0,086225;0,115575;0,077242;0,097245;0,081004;0,101742;0,089618;0,060188;0,067277;0,111982;0,086482;0,124577;0,07192;0,108482;0,090892;0,120613;0,097727;0,111361;0,088672;0,102222;0,073008;0,120625;0,086553;0,116278;0,104954;0,118895;0,096116;0,117514;0,099442;0,112702;0,058321;0,116038
862,878709;0,089133;0,120916;0,079483;0,100486;0,083396;0,10582;0,092497;0,062417;0,069061;0,115668;0,088749;0,129498;0,07398;0,112895;0,093334;0,125112;0,100692;0,114798;0,091172;0,105336;0,075188;0,125202;0,089054;0,120924;0,108441;0,123586;0,09911;0,122024;0,102681;0,116488;0,059973;0,120993
864,742378;0,092123;0,126864;0,081799;0,103988;0,08586;0,110296;0,095483;0,064785;0,0709;0,119499;0,090861;0,13439;0,075951;0,117426;0,095907;0,129825;0,103608;0,118397;0,093679;0,10851;0,077324;0,129867;0,091521;0,125713;0,111885;0,128384;0,102027;0,126595;0,105916;0,120239;0,061531;0,126124
866,606047;0,094763;0,1327;0,083909;0,107311;0,088065;0,114595;0,098204;0,066953;0,072548;0,122942;0,092466;0,138552;0,077537;0,121436;0,098329;0,134099;0,106041;0,121689;0,09587;0,111271;0,079109;0,133931;0,093625;0,129956;0,114807;0,132581;0,104444;0,130567;0,108645;0,123382;0,062777;0,130707
868,469716;0,096671;0,137644;0,085514;0,109962;0,089705;0,118129;0,100299;0,068599;0,073756;0,12548;0,093312;0,141393;0,078492;0,124329;0,100205;0,13732;0,107658;0,124218;0,097423;0,113181;0,080265;0,136785;0,095028;0,132997;0,116779;0,135528;0,105996;0,133323;0,110441;0,125412;0,063526;0,134045
870,333385;0,097595;0,141018;0,08636;0,111509;0,090549;0,120417;0,10148;0,069494;0,074329;0,12673;0,093295;0,142539;0,078663;0,125686;0,10113;0,139049;0,108281;0,125633;0,098082;0,113946;0,080604;0,138041;0,095455;0,134363;0,117498;0,136777;0,106446;0,134433;0,111047;0,126013;0,063658;0,135622
872,197054;0,097415;0,142331;0,086267;0,111661;0,090457;0,121134;0,101564;0,069523;0,074163;0,126491;0,092437;0,141848;0,078005;0,125308;0,10083;0,139051;0,10786;0,125717;0,097695;0,113449;0,080049;0,137543;0,09476;0,133821;0,116824;0,136132;0,105703;0,133715;0,110395;0,125087;0,063129;0,135182
874,060723;0,09611;0,141301;0,085168;0,110309;0,089375;0,120116;0,100481;0,068661;0,073247;0,124739;0,090832;0,139359;0,076564;0,123209;0,099265;0,137263;0,106415;0,124381;0,096237;0,111728;0,078636;0,135323;0,092958;0,131375;0,114766;0,13362;0,1038;0,131214;0,108557;0,122719;0,061972;0,132728
875,924392;0,093741;0,137886;0,083119;0,107542;0,087347;0,11736;0,098281;0,066961;0,071663;0,121611;0,088603;0,13526;0,074462;0,119578;0,096651;0,133778;0,104003;0,121672;0,093823;0,108949;0,076496;0,13155;0,090226;0,127237;0,111483;0,129458;0,100885;0,127172;0,105694;0,11913;0,060295;0,1285
877,788061;0,090474;0,132332;0,080326;0,103655;0,084548;0,113069;0,09516;0,064556;0,069583;0,117409;0,08592;0,129908;0,071899;0,114769;0,093385;0,12887;0,100765;0,117811;0,090706;0,105393;0,073848;0,126543;0,086879;0,12181;0,107288;0,124042;0,097221;0,121996;0,102053;0,114667;0,058274;0,122947
879,65173;0,08663;0,125238;0,077131;0,099126;0,081311;0,107707;0,091474;0,061694;0,067256;0,112607;0,083039;0,123873;0,069152;0,109297;0,089926;0,123045;0,096993;0,113235;0,087262;0,101463;0,07098;0,120809;0,083318;0,11569;0,102646;0,117962;0,093205;0,11625;0,097987;0,109806;0,056142;0,116702
881,515399;0,082695;0,117533;0,073975;0,094566;0,078098;0,101987;0,087718;0,058735;0,064992;0,107822;0,080316;0,117922;0,06656;0,103814;0,086691;0,117038;0,093162;0,10858;0,083941;0,09766;0,068235;0,115043;0,079975;0,109618;0,098138;0,111963;0,089337;0,110617;0,093964;0,105135;0,054156;0,110519
883,379067;0,079239;0,11032;0,071309;0,0906;0,075408;0,096755;0,084438;0,056103;0,063104;0,103716;0,078156;0,112887;0,064467;0,099014;0,083999;0,111696;0,08986;0,104563;0,081188;0,09451;0,065951;0,110023;0,07724;0,104364;0,094361;0,106827;0,08614;0,105797;0,090511;0,101265;0,052558;0,105154
885,242736;0,076761;0,104588;0,069481;0,087722;0,073628;0,092763;0,082091;0,054168;0,061841;0,100827;0,076892;0,109441;0,063131;0,095474;0,082071;0,107758;0,087609;0,101777;0,07934;0,09243;0,064392;0,106407;0,075393;0,100543;0,091778;0,103172;0,08402;0,102351;0,088091;0,098676;0,05152;0,101197
887,106405;0,075514;0,100915;0,068634;0,086167;0,072907;0,09043;0,080905;0,053123;0,061313;0,09941;0,076656;0,107881;0,062647;0,093497;0,081027;0,105614;0,086679;0,100496;0,078543;0,091597;0,063679;0,10452;0,074552;0,098442;0,090587;0,101274;0,083145;0,100541;0,086949;0,097567;0,0511;0,098918
888,970074;0,075423;0,099301;0,068681;0,085854;0,07311;0,089716;0,080819;0,052922;0,061465;0,099366;0,077315;0,108034;0,062917;0,093022;0,080886;0,10519;0,086977;0,100594;0,078713;0,09189;0,063753;0,104253;0,074647;0,097942;0,090665;0,100982;0,083387;0,100259;0,087027;0,097786;0,051235;0,098213
890,833743;0,076135;0,099239;0,06935;0,086448;0,073896;0,090184;0,081522;0,05331;0,062106;0,100302;0,078529;0,109357;0,063695;0,093671;0,081537;0,106009;0,088106;0,101627;0,079582;0,092945;0,064402;0,105136;0,075448;0,098596;0,091632;0,101813;0,084389;0,101085;0,087993;0,098904;0,051765;0,098673
892,697412;0,077191;0,099983;0,070302;0,087509;0,074876;0,091217;0,082595;0,05395;0,062989;0,101712;0,079899;0,111186;0,064689;0,094914;0,082739;0,107426;0,089551;0,103044;0,080798;0,09431;0,065343;0,106563;0,076633;0,099829;0,093015;0,103168;0,085713;0,102469;0,089388;0,1004;0,052494;0,099767
894,561081;0,078228;0,100882;0,071266;0,088661;0,075776;0,092296;0,083686;0,054569;0,063906;0,103179;0,08113;0,11301;0,06567;0,09628;0,084169;0,108901;0,090905;0,104426;0,082054;0,095624;0,066323;0,108044;0,077897;0,101167;0,094427;0,104574;0,087016;0,10395;0,090814;0,101873;0,053256;0,101049
896,42475;0,0791;0,101611;0,072114;0,089706;0,076517;0,093181;0,08462;0,055058;0,064747;0,104502;0,082131;0,114624;0,06654;0,097509;0,085523;0,110184;0,092005;0,105617;0,083171;0,096735;0,067198;0,109368;0,079036;0,102383;0,095682;0,105827;0,088154;0,105295;0,092068;0,103164;0,053961;0,102281
898,288419;0,079864;0,102196;0,072866;0,090636;0,07719;0,093917;0,085417;0,055467;0,065514;0,105701;0,082992;0,116109;0,067322;0,098587;0,086628;0,111321;0,092934;0,106699;0,084128;0,097699;0,067954;0,110581;0,079999;0,103499;0,096806;0,106981;0,089176;0,106516;0,093169;0,104343;0,0546;0,103443
